TagLab Region id,TagLab Date,TagLab Class name,TagLab Genet id,TagLab Centroid x,TagLab Centroid y,TagLab Area,TagLab Surf. area,TagLab Perimeter,TagLab Note
0,2022-07-12,Acropora palmata,0,10431.1,5485.6,26.64,0.0,21.6,
1,2022-07-12,Acropora palmata,1,11237.0,7186.1,18.0,0.0,18.6,
2,2022-07-12,Acropora palmata,2,10736.7,4931.6,15.36,0.0,26.6,
3,2022-07-12,Acropora palmata,3,10959.7,4780.8,7.83,0.0,11.1,
4,2022-07-12,Acropora palmata,4,12653.0,5288.4,11.7,0.0,14.9,
5,2022-07-12,Acropora palmata,5,28518.7,22208.0,28.03,0.0,21.4,
6,2022-07-12,Acropora palmata,6,25883.7,22643.1,48.8,0.0,36.4,
7,2022-07-12,Acropora palmata,7,16928.0,23838.4,40.57,0.0,25.6,
8,2022-07-12,Acropora palmata,8,19484.7,22200.6,45.82,0.0,28.0,
9,2022-07-12,Acropora palmata,9,15918.1,24202.5,22.59,0.0,19.0,
10,2022-07-12,Acropora palmata,10,15369.1,22475.0,34.47,0.0,29.1,
11,2022-07-12,Acropora palmata,11,7639.1,19949.1,14.62,0.0,16.0,
12,2022-07-12,Acropora palmata,12,13631.4,19572.8,73.38,0.0,41.2,
13,2022-07-12,Acropora palmata,13,16760.2,19421.3,10.99,0.0,13.0,
14,2022-07-12,Acropora palmata,14,16582.7,19502.1,30.58,0.0,22.3,
15,2022-07-12,Acropora palmata,15,17840.8,20865.9,186.0,0.0,61.3,
16,2022-07-12,Acropora palmata,16,17555.9,21008.3,12.6,0.0,14.0,
17,2022-07-12,Acropora palmata,17,18643.8,20622.8,125.15,0.0,62.8,
18,2022-07-12,Acropora palmata,18,19805.3,21123.7,97.16,0.0,50.6,
19,2022-07-12,Acropora palmata,19,14647.4,20497.8,15.82,0.0,17.0,
20,2022-07-12,Acropora palmata,20,14467.3,20310.2,11.66,0.0,13.1,
21,2022-07-12,Acropora palmata,21,29000.8,20527.1,1.92,0.0,8.4,
22,2022-07-12,Acropora palmata,22,28780.5,20645.6,1.32,0.0,6.9,
23,2022-07-12,Acropora palmata,23,28914.3,20388.4,0.89,0.0,7.9,
24,2022-07-12,Acropora palmata,24,28683.7,17698.7,118.73,0.0,54.7,
25,2022-07-12,Acropora palmata,25,28120.8,18516.6,131.05,0.0,53.3,
26,2022-07-12,Acropora palmata,26,27302.6,16714.5,98.85,0.0,43.9,
27,2022-07-12,Acropora palmata,27,27052.1,17698.0,65.82,0.0,37.2,
28,2022-07-12,Acropora palmata,28,26140.7,17033.2,55.11,0.0,30.2,
29,2022-07-12,Acropora palmata,29,24670.4,17326.1,79.28,0.0,39.6,
30,2022-07-12,Acropora palmata,30,25022.7,17903.2,11.15,0.0,13.0,
31,2022-07-12,Acropora palmata,31,23967.1,18462.9,4.57,0.0,8.5,
32,2022-07-12,Acropora palmata,0,21800.5,17777.5,84.52,0.0,39.8,
33,2022-07-12,Acropora palmata,0,23433.0,16597.9,107.28,0.0,42.0,
34,2022-07-12,Acropora palmata,0,23027.2,16673.5,15.33,0.0,15.4,
35,2022-07-12,Acropora palmata,0,22918.2,16321.7,49.69,0.0,32.7,
36,2022-07-12,Acropora palmata,0,20436.0,16669.1,54.62,0.0,30.7,
37,2022-07-12,Acropora palmata,0,16588.0,17992.3,49.84,0.0,28.0,
38,2022-07-12,Acropora palmata,0,19433.9,16715.3,43.98,0.0,27.3,
39,2022-07-12,Acropora palmata,0,13668.2,18441.1,33.91,0.0,29.8,
40,2022-07-12,Acropora palmata,0,9773.5,18448.1,154.24,0.0,56.5,
41,2022-07-12,Acropora palmata,0,12777.5,16103.7,17.47,0.0,19.6,
42,2022-07-12,Acropora palmata,0,21802.4,15886.6,131.91,0.0,48.6,
